Year;Month;Day;match;home_team;away_team;home_score;away_score;tournament;city;country;latitude;longitude;neutral;Winner;Loser;SG;Brasil
2010;6;11;South Africa 1 x 1 Mexico;South Africa;Mexico;1;1;FIFA World Cup;Johannesburg;South Africa;;;FALSE;Draw;Draw;0;#N/D
2010;6;11;Uruguay 0 x 0 France;Uruguay;France;0;0;FIFA World Cup;Cape Town;South Africa;;;TRUE;Draw;Draw;0;#N/D
2010;6;12;Argentina 1 x 0 Nigeria;Argentina;Nigeria;1;0;FIFA World Cup;Johannesburg;South Africa;;;TRUE;Argentina;Nigeria;1;#N/D
2010;6;12;England 1 x 1 United States;England;United States;1;1;FIFA World Cup;Rustenburg;South Africa;;;TRUE;Draw;Draw;0;#N/D
2010;6;12;South Korea 2 x 0 Greece;South Korea;Greece;2;0;FIFA World Cup;Port Elizabeth;South Africa;;;TRUE;South Korea;Greece;2;#N/D
2010;6;13;Algeria 0 x 1 Slovenia;Algeria;Slovenia;0;1;FIFA World Cup;Polokwane;South Africa;;;TRUE;Slovenia;Algeria;1;#N/D
2010;6;13;Germany 4 x 0 Australia;Germany;Australia;4;0;FIFA World Cup;Durban;South Africa;;;TRUE;Germany;Australia;4;#N/D
2010;6;13;Serbia 0 x 1 Ghana;Serbia;Ghana;0;1;FIFA World Cup;Pretoria;South Africa;;;TRUE;Ghana;Serbia;1;#N/D
2010;6;14;Italy 1 x 1 Paraguay;Italy;Paraguay;1;1;FIFA World Cup;Cape Town;South Africa;;;TRUE;Draw;Draw;0;#N/D
2010;6;14;Japan 1 x 0 Cameroon;Japan;Cameroon;1;0;FIFA World Cup;Bloemfontein;South Africa;;;TRUE;Japan;Cameroon;1;#N/D
2010;6;14;Netherlands 2 x 0 Denmark;Netherlands;Denmark;2;0;FIFA World Cup;Johannesburg;South Africa;;;TRUE;Netherlands;Denmark;2;#N/D
2010;6;15;Brazil 2 x 1 North Korea;Brazil;North Korea;2;1;FIFA World Cup;Johannesburg;South Africa;;;TRUE;Brazil;North Korea;1;BR
2010;6;15;Ivory Coast 0 x 0 Portugal;Ivory Coast;Portugal;0;0;FIFA World Cup;Port Elizabeth;South Africa;;;TRUE;Draw;Draw;0;#N/D
2010;6;15;New Zealand 1 x 1 Slovakia;New Zealand;Slovakia;1;1;FIFA World Cup;Rustenburg;South Africa;;;TRUE;Draw;Draw;0;#N/D
2010;6;16;Honduras 0 x 1 Chile;Honduras;Chile;0;1;FIFA World Cup;Nelspruit;South Africa;;;TRUE;Chile;Honduras;1;#N/D
2010;6;16;South Africa 0 x 3 Uruguay;South Africa;Uruguay;0;3;FIFA World Cup;Pretoria;South Africa;;;FALSE;Uruguay;South Africa;3;#N/D
2010;6;16;Spain 0 x 1 Switzerland;Spain;Switzerland;0;1;FIFA World Cup;Durban;South Africa;;;TRUE;Switzerland;Spain;1;#N/D
2010;6;17;Argentina 4 x 1 South Korea;Argentina;South Korea;4;1;FIFA World Cup;Johannesburg;South Africa;;;TRUE;Argentina;South Korea;3;#N/D
2010;6;17;France 0 x 2 Mexico;France;Mexico;0;2;FIFA World Cup;Polokwane;South Africa;;;TRUE;Mexico;France;2;#N/D
2010;6;17;Greece 2 x 1 Nigeria;Greece;Nigeria;2;1;FIFA World Cup;Bloemfontein;South Africa;;;TRUE;Greece;Nigeria;1;#N/D
2010;6;18;England 0 x 0 Algeria;England;Algeria;0;0;FIFA World Cup;Cape Town;South Africa;;;TRUE;Draw;Draw;0;#N/D
2010;6;18;Germany 0 x 1 Serbia;Germany;Serbia;0;1;FIFA World Cup;Port Elizabeth;South Africa;;;TRUE;Serbia;Germany;1;#N/D
2010;6;18;Slovenia 2 x 2 United States;Slovenia;United States;2;2;FIFA World Cup;Johannesburg;South Africa;;;TRUE;Draw;Draw;0;#N/D
2010;6;19;Cameroon 1 x 2 Denmark;Cameroon;Denmark;1;2;FIFA World Cup;Pretoria;South Africa;;;TRUE;Denmark;Cameroon;1;#N/D
2010;6;19;Ghana 1 x 1 Australia;Ghana;Australia;1;1;FIFA World Cup;Rustenburg;South Africa;;;TRUE;Draw;Draw;0;#N/D
2010;6;19;Netherlands 1 x 0 Japan;Netherlands;Japan;1;0;FIFA World Cup;Durban;South Africa;;;TRUE;Netherlands;Japan;1;#N/D
2010;6;20;Brazil 3 x 1 Ivory Coast;Brazil;Ivory Coast;3;1;FIFA World Cup;Johannesburg;South Africa;;;TRUE;Brazil;Ivory Coast;2;BR
2010;6;20;Italy 1 x 1 New Zealand;Italy;New Zealand;1;1;FIFA World Cup;Nelspruit;South Africa;;;TRUE;Draw;Draw;0;#N/D
2010;6;20;Slovakia 0 x 2 Paraguay;Slovakia;Paraguay;0;2;FIFA World Cup;Bloemfontein;South Africa;;;TRUE;Paraguay;Slovakia;2;#N/D
2010;6;21;Chile 1 x 0 Switzerland;Chile;Switzerland;1;0;FIFA World Cup;Port Elizabeth;South Africa;;;TRUE;Chile;Switzerland;1;#N/D
2010;6;21;Portugal 7 x 0 North Korea;Portugal;North Korea;7;0;FIFA World Cup;Cape Town;South Africa;;;TRUE;Portugal;North Korea;7;#N/D
2010;6;21;Spain 2 x 0 Honduras;Spain;Honduras;2;0;FIFA World Cup;Johannesburg;South Africa;;;TRUE;Spain;Honduras;2;#N/D
2010;6;22;Greece 0 x 2 Argentina;Greece;Argentina;0;2;FIFA World Cup;Polokwane;South Africa;;;TRUE;Argentina;Greece;2;#N/D
2010;6;22;Mexico 0 x 1 Uruguay;Mexico;Uruguay;0;1;FIFA World Cup;Rustenburg;South Africa;;;TRUE;Uruguay;Mexico;1;#N/D
2010;6;22;Nigeria 2 x 2 South Korea;Nigeria;South Korea;2;2;FIFA World Cup;Durban;South Africa;;;TRUE;Draw;Draw;0;#N/D
2010;6;22;South Africa 2 x 1 France;South Africa;France;2;1;FIFA World Cup;Bloemfontein;South Africa;;;FALSE;South Africa;France;1;#N/D
2010;6;23;Australia 2 x 1 Serbia;Australia;Serbia;2;1;FIFA World Cup;Nelspruit;South Africa;;;TRUE;Australia;Serbia;1;#N/D
2010;6;23;Ghana 0 x 1 Germany;Ghana;Germany;0;1;FIFA World Cup;Johannesburg;South Africa;;;TRUE;Germany;Ghana;1;#N/D
2010;6;23;Slovenia 0 x 1 England;Slovenia;England;0;1;FIFA World Cup;Port Elizabeth;South Africa;;;TRUE;England;Slovenia;1;#N/D
2010;6;23;United States 1 x 0 Algeria;United States;Algeria;1;0;FIFA World Cup;Pretoria;South Africa;;;TRUE;United States;Algeria;1;#N/D
2010;6;24;Cameroon 1 x 2 Netherlands;Cameroon;Netherlands;1;2;FIFA World Cup;Cape Town;South Africa;;;TRUE;Netherlands;Cameroon;1;#N/D
2010;6;24;Denmark 1 x 3 Japan;Denmark;Japan;1;3;FIFA World Cup;Rustenburg;South Africa;;;TRUE;Japan;Denmark;2;#N/D
2010;6;24;Paraguay 0 x 0 New Zealand;Paraguay;New Zealand;0;0;FIFA World Cup;Polokwane;South Africa;;;TRUE;Draw;Draw;0;#N/D
2010;6;24;Slovakia 3 x 2 Italy;Slovakia;Italy;3;2;FIFA World Cup;Johannesburg;South Africa;;;TRUE;Slovakia;Italy;1;#N/D
2010;6;25;Chile 1 x 2 Spain;Chile;Spain;1;2;FIFA World Cup;Pretoria;South Africa;;;TRUE;Spain;Chile;1;#N/D
2010;6;25;North Korea 0 x 3 Ivory Coast;North Korea;Ivory Coast;0;3;FIFA World Cup;Nelspruit;South Africa;;;TRUE;Ivory Coast;North Korea;3;#N/D
2010;6;25;Portugal 0 x 0 Brazil;Portugal;Brazil;0;0;FIFA World Cup;Durban;South Africa;;;TRUE;Draw;Draw;0;BR
2010;6;25;Switzerland 0 x 0 Honduras;Switzerland;Honduras;0;0;FIFA World Cup;Bloemfontein;South Africa;;;TRUE;Draw;Draw;0;#N/D
2010;6;26;Uruguay 2 x 1 South Korea;Uruguay;South Korea;2;1;FIFA World Cup;Port Elizabeth;South Africa;;;TRUE;Uruguay;South Korea;1;#N/D
2010;6;26;United States 1 x 2 Ghana;United States;Ghana;1;2;FIFA World Cup;Rustenburg;South Africa;;;TRUE;Ghana;United States;1;#N/D
2010;6;27;Argentina 3 x 1 Mexico;Argentina;Mexico;3;1;FIFA World Cup;Johannesburg;South Africa;;;TRUE;Argentina;Mexico;2;#N/D
2010;6;27;Germany 4 x 1 England;Germany;England;4;1;FIFA World Cup;Bloemfontein;South Africa;;;TRUE;Germany;England;3;#N/D
2010;6;28;Brazil 3 x 0 Chile;Brazil;Chile;3;0;FIFA World Cup;Johannesburg;South Africa;;;TRUE;Brazil;Chile;3;BR
2010;6;28;Netherlands 2 x 1 Slovakia;Netherlands;Slovakia;2;1;FIFA World Cup;Durban;South Africa;;;TRUE;Netherlands;Slovakia;1;#N/D
2010;6;29;Paraguay 0 x 0 Japan;Paraguay;Japan;0;0;FIFA World Cup;Pretoria;South Africa;;;TRUE;Draw;Draw;0;#N/D
2010;6;29;Spain 1 x 0 Portugal;Spain;Portugal;1;0;FIFA World Cup;Cape Town;South Africa;;;TRUE;Spain;Portugal;1;#N/D
2010;7;2;Netherlands 2 x 1 Brazil;Netherlands;Brazil;2;1;FIFA World Cup;Port Elizabeth;South Africa;;;TRUE;Netherlands;Brazil;1;BR
2010;7;2;Uruguay 1 x 1 Ghana;Uruguay;Ghana;1;1;FIFA World Cup;Johannesburg;South Africa;;;TRUE;Draw;Draw;0;#N/D
2010;7;3;Argentina 0 x 4 Germany;Argentina;Germany;0;4;FIFA World Cup;Cape Town;South Africa;;;TRUE;Germany;Argentina;4;#N/D
2010;7;3;Paraguay 0 x 1 Spain;Paraguay;Spain;0;1;FIFA World Cup;Johannesburg;South Africa;;;TRUE;Spain;Paraguay;1;#N/D
2010;7;6;Uruguay 2 x 3 Netherlands;Uruguay;Netherlands;2;3;FIFA World Cup;Cape Town;South Africa;;;TRUE;Netherlands;Uruguay;1;#N/D
2010;7;7;Germany 0 x 1 Spain;Germany;Spain;0;1;FIFA World Cup;Durban;South Africa;;;TRUE;Spain;Germany;1;#N/D
2010;7;10;Uruguay 2 x 3 Germany;Uruguay;Germany;2;3;FIFA World Cup;Port Elizabeth;South Africa;;;TRUE;Germany;Uruguay;1;#N/D
2010;7;11;Netherlands 0 x 1 Spain;Netherlands;Spain;0;1;FIFA World Cup;Johannesburg;South Africa;;;TRUE;Spain;Netherlands;1;#N/D
2014;6;12;Brazil 3 x 1 Croatia;Brazil;Croatia;3;1;FIFA World Cup;São Paulo;Brazil;;;FALSE;Brazil;Croatia;2;BR
2014;6;13;Chile 3 x 1 Australia;Chile;Australia;3;1;FIFA World Cup;Cuiabá;Brazil;;;TRUE;Chile;Australia;2;#N/D
2014;6;13;Mexico 1 x 0 Cameroon;Mexico;Cameroon;1;0;FIFA World Cup;Natal;Brazil;;;TRUE;Mexico;Cameroon;1;#N/D
2014;6;13;Spain 1 x 5 Netherlands;Spain;Netherlands;1;5;FIFA World Cup;Salvador;Brazil;;;TRUE;Netherlands;Spain;4;#N/D
2014;6;14;Colombia 3 x 0 Greece;Colombia;Greece;3;0;FIFA World Cup;Belo Horizonte;Brazil;;;TRUE;Colombia;Greece;3;#N/D
2014;6;14;England 1 x 2 Italy;England;Italy;1;2;FIFA World Cup;Manaus;Brazil;;;TRUE;Italy;England;1;#N/D
2014;6;14;Ivory Coast 2 x 1 Japan;Ivory Coast;Japan;2;1;FIFA World Cup;Recife;Brazil;;;TRUE;Ivory Coast;Japan;1;#N/D
2014;6;14;Uruguay 1 x 3 Costa Rica;Uruguay;Costa Rica;1;3;FIFA World Cup;Fortaleza;Brazil;;;TRUE;Costa Rica;Uruguay;2;#N/D
2014;6;15;Argentina 2 x 1 Bosnia and Herzegovina;Argentina;Bosnia and Herzegovina;2;1;FIFA World Cup;Rio de Janeiro;Brazil;;;TRUE;Argentina;Bosnia and Herzegovina;1;#N/D
2014;6;15;France 3 x 0 Honduras;France;Honduras;3;0;FIFA World Cup;Porto Alegre;Brazil;;;TRUE;France;Honduras;3;#N/D
2014;6;15;Switzerland 2 x 1 Ecuador;Switzerland;Ecuador;2;1;FIFA World Cup;Brasília;Brazil;;;TRUE;Switzerland;Ecuador;1;#N/D
2014;6;16;Germany 4 x 0 Portugal;Germany;Portugal;4;0;FIFA World Cup;Salvador;Brazil;;;TRUE;Germany;Portugal;4;#N/D
2014;6;16;Ghana 1 x 2 United States;Ghana;United States;1;2;FIFA World Cup;Natal;Brazil;;;TRUE;United States;Ghana;1;#N/D
2014;6;16;Iran 0 x 0 Nigeria;Iran;Nigeria;0;0;FIFA World Cup;Curitiba;Brazil;;;TRUE;Draw;Draw;0;#N/D
2014;6;17;Belgium 2 x 1 Algeria;Belgium;Algeria;2;1;FIFA World Cup;Belo Horizonte;Brazil;;;TRUE;Belgium;Algeria;1;#N/D
2014;6;17;Brazil 0 x 0 Mexico;Brazil;Mexico;0;0;FIFA World Cup;Fortaleza;Brazil;;;FALSE;Draw;Draw;0;BR
2014;6;17;Russia 1 x 1 South Korea;Russia;South Korea;1;1;FIFA World Cup;Cuiabá;Brazil;;;TRUE;Draw;Draw;0;#N/D
2014;6;18;Australia 2 x 3 Netherlands;Australia;Netherlands;2;3;FIFA World Cup;Curitiba;Brazil;;;TRUE;Netherlands;Australia;1;#N/D
2014;6;18;Cameroon 0 x 4 Croatia;Cameroon;Croatia;0;4;FIFA World Cup;Manaus;Brazil;;;TRUE;Croatia;Cameroon;4;#N/D
2014;6;18;Spain 0 x 2 Chile;Spain;Chile;0;2;FIFA World Cup;Rio de Janeiro;Brazil;;;TRUE;Chile;Spain;2;#N/D
2014;6;19;Colombia 2 x 1 Ivory Coast;Colombia;Ivory Coast;2;1;FIFA World Cup;Brasília;Brazil;;;TRUE;Colombia;Ivory Coast;1;#N/D
2014;6;19;Japan 0 x 0 Greece;Japan;Greece;0;0;FIFA World Cup;Natal;Brazil;;;TRUE;Draw;Draw;0;#N/D
2014;6;19;Uruguay 2 x 1 England;Uruguay;England;2;1;FIFA World Cup;São Paulo;Brazil;;;TRUE;Uruguay;England;1;#N/D
2014;6;20;Honduras 1 x 2 Ecuador;Honduras;Ecuador;1;2;FIFA World Cup;Curitiba;Brazil;;;TRUE;Ecuador;Honduras;1;#N/D
2014;6;20;Italy 0 x 1 Costa Rica;Italy;Costa Rica;0;1;FIFA World Cup;Recife;Brazil;;;TRUE;Costa Rica;Italy;1;#N/D
2014;6;20;Switzerland 2 x 5 France;Switzerland;France;2;5;FIFA World Cup;Salvador;Brazil;;;TRUE;France;Switzerland;3;#N/D
2014;6;21;Argentina 1 x 0 Iran;Argentina;Iran;1;0;FIFA World Cup;Belo Horizonte;Brazil;;;TRUE;Argentina;Iran;1;#N/D
2014;6;21;Germany 2 x 2 Ghana;Germany;Ghana;2;2;FIFA World Cup;Fortaleza;Brazil;;;TRUE;Draw;Draw;0;#N/D
2014;6;21;Nigeria 1 x 0 Bosnia and Herzegovina;Nigeria;Bosnia and Herzegovina;1;0;FIFA World Cup;Cuiabá;Brazil;;;TRUE;Nigeria;Bosnia and Herzegovina;1;#N/D
2014;6;22;Belgium 1 x 0 Russia;Belgium;Russia;1;0;FIFA World Cup;Rio de Janeiro;Brazil;;;TRUE;Belgium;Russia;1;#N/D
2014;6;22;South Korea 2 x 4 Algeria;South Korea;Algeria;2;4;FIFA World Cup;Porto Alegre;Brazil;;;TRUE;Algeria;South Korea;2;#N/D
2014;6;22;United States 2 x 2 Portugal;United States;Portugal;2;2;FIFA World Cup;Manaus;Brazil;;;TRUE;Draw;Draw;0;#N/D
2014;6;23;Australia 0 x 3 Spain;Australia;Spain;0;3;FIFA World Cup;Curitiba;Brazil;;;TRUE;Spain;Australia;3;#N/D
2014;6;23;Brazil 4 x 1 Cameroon;Brazil;Cameroon;4;1;FIFA World Cup;Brasília;Brazil;;;FALSE;Brazil;Cameroon;3;BR
2014;6;23;Croatia 1 x 3 Mexico;Croatia;Mexico;1;3;FIFA World Cup;Recife;Brazil;;;TRUE;Mexico;Croatia;2;#N/D
2014;6;23;Netherlands 2 x 0 Chile;Netherlands;Chile;2;0;FIFA World Cup;São Paulo;Brazil;;;TRUE;Netherlands;Chile;2;#N/D
2014;6;24;Costa Rica 0 x 0 England;Costa Rica;England;0;0;FIFA World Cup;Belo Horizonte;Brazil;;;TRUE;Draw;Draw;0;#N/D
2014;6;24;Greece 2 x 1 Ivory Coast;Greece;Ivory Coast;2;1;FIFA World Cup;Fortaleza;Brazil;;;TRUE;Greece;Ivory Coast;1;#N/D
2014;6;24;Italy 0 x 1 Uruguay;Italy;Uruguay;0;1;FIFA World Cup;Natal;Brazil;;;TRUE;Uruguay;Italy;1;#N/D
2014;6;24;Japan 1 x 4 Colombia;Japan;Colombia;1;4;FIFA World Cup;Cuiabá;Brazil;;;TRUE;Colombia;Japan;3;#N/D
2014;6;25;Bosnia and Herzegovina 3 x 1 Iran;Bosnia and Herzegovina;Iran;3;1;FIFA World Cup;Salvador;Brazil;;;TRUE;Bosnia and Herzegovina;Iran;2;#N/D
2014;6;25;Ecuador 0 x 0 France;Ecuador;France;0;0;FIFA World Cup;Rio de Janeiro;Brazil;;;TRUE;Draw;Draw;0;#N/D
2014;6;25;Honduras 0 x 3 Switzerland;Honduras;Switzerland;0;3;FIFA World Cup;Manaus;Brazil;;;TRUE;Switzerland;Honduras;3;#N/D
2014;6;25;Nigeria 2 x 3 Argentina;Nigeria;Argentina;2;3;FIFA World Cup;Porto Alegre;Brazil;;;TRUE;Argentina;Nigeria;1;#N/D
2014;6;26;Algeria 1 x 1 Russia;Algeria;Russia;1;1;FIFA World Cup;Curitiba;Brazil;;;TRUE;Draw;Draw;0;#N/D
2014;6;26;South Korea 0 x 1 Belgium;South Korea;Belgium;0;1;FIFA World Cup;São Paulo;Brazil;;;TRUE;Belgium;South Korea;1;#N/D
2014;6;26;Portugal 2 x 1 Ghana;Portugal;Ghana;2;1;FIFA World Cup;Brasília;Brazil;;;TRUE;Portugal;Ghana;1;#N/D
2014;6;26;United States 0 x 1 Germany;United States;Germany;0;1;FIFA World Cup;Recife;Brazil;;;TRUE;Germany;United States;1;#N/D
2014;6;28;Brazil 1 x 1 Chile;Brazil;Chile;1;1;FIFA World Cup;Belo Horizonte;Brazil;;;FALSE;Draw;Draw;0;BR
2014;6;28;Colombia 2 x 0 Uruguay;Colombia;Uruguay;2;0;FIFA World Cup;Rio de Janeiro;Brazil;;;TRUE;Colombia;Uruguay;2;#N/D
2014;6;29;Costa Rica 1 x 1 Greece;Costa Rica;Greece;1;1;FIFA World Cup;Recife;Brazil;;;TRUE;Draw;Draw;0;#N/D
2014;6;29;Netherlands 2 x 1 Mexico;Netherlands;Mexico;2;1;FIFA World Cup;Fortaleza;Brazil;;;TRUE;Netherlands;Mexico;1;#N/D
2014;6;30;France 2 x 0 Nigeria;France;Nigeria;2;0;FIFA World Cup;Brasília;Brazil;;;TRUE;France;Nigeria;2;#N/D
2014;6;30;Germany 2 x 1 Algeria;Germany;Algeria;2;1;FIFA World Cup;Porto Alegre;Brazil;;;TRUE;Germany;Algeria;1;#N/D
2014;7;1;Argentina 1 x 0 Switzerland;Argentina;Switzerland;1;0;FIFA World Cup;São Paulo;Brazil;;;TRUE;Argentina;Switzerland;1;#N/D
2014;7;1;Belgium 2 x 1 United States;Belgium;United States;2;1;FIFA World Cup;Salvador;Brazil;;;TRUE;Belgium;United States;1;#N/D
2014;7;4;Brazil 2 x 1 Colombia;Brazil;Colombia;2;1;FIFA World Cup;Fortaleza;Brazil;;;FALSE;Brazil;Colombia;1;BR
2014;7;4;France 0 x 1 Germany;France;Germany;0;1;FIFA World Cup;Rio de Janeiro;Brazil;;;TRUE;Germany;France;1;#N/D
2014;7;5;Argentina 1 x 0 Belgium;Argentina;Belgium;1;0;FIFA World Cup;Brasília;Brazil;;;TRUE;Argentina;Belgium;1;#N/D
2014;7;5;Netherlands 0 x 0 Costa Rica;Netherlands;Costa Rica;0;0;FIFA World Cup;Salvador;Brazil;;;TRUE;Draw;Draw;0;#N/D
2014;7;8;Brazil 1 x 7 Germany;Brazil;Germany;1;7;FIFA World Cup;Belo Horizonte;Brazil;;;FALSE;Germany;Brazil;6;BR
2014;7;9;Netherlands 0 x 0 Argentina;Netherlands;Argentina;0;0;FIFA World Cup;São Paulo;Brazil;;;TRUE;Draw;Draw;0;#N/D
2014;7;12;Brazil 0 x 3 Netherlands;Brazil;Netherlands;0;3;FIFA World Cup;Brasília;Brazil;;;FALSE;Netherlands;Brazil;3;BR
2014;7;13;Germany 1 x 0 Argentina;Germany;Argentina;1;0;FIFA World Cup;Rio de Janeiro;Brazil;;;TRUE;Germany;Argentina;1;#N/D
2018;6;14;Russia 5 x 0 Saudi Arabia;Russia;Saudi Arabia;5;0;FIFA World Cup;Moscow;Russia;;;FALSE;Russia;Saudi Arabia;5;#N/D
2018;6;15;Egypt 0 x 1 Uruguay;Egypt;Uruguay;0;1;FIFA World Cup;Ekaterinburg;Russia;;;TRUE;Uruguay;Egypt;1;#N/D
2018;6;15;Morocco 0 x 1 Iran;Morocco;Iran;0;1;FIFA World Cup;Saint Petersburg;Russia;;;TRUE;Iran;Morocco;1;#N/D
2018;6;15;Portugal 3 x 3 Spain;Portugal;Spain;3;3;FIFA World Cup;Sochi;Russia;;;TRUE;Draw;Draw;0;#N/D
2018;6;16;France 2 x 1 Australia;France;Australia;2;1;FIFA World Cup;Kazan;Russia;;;TRUE;France;Australia;1;#N/D
2018;6;16;Argentina 1 x 1 Iceland;Argentina;Iceland;1;1;FIFA World Cup;Moscow;Russia;;;TRUE;Draw;Draw;0;#N/D
2018;6;16;Peru 0 x 1 Denmark;Peru;Denmark;0;1;FIFA World Cup;Saransk;Russia;;;TRUE;Denmark;Peru;1;#N/D
2018;6;16;Croatia 2 x 0 Nigeria;Croatia;Nigeria;2;0;FIFA World Cup;Kaliningrad;Russia;;;TRUE;Croatia;Nigeria;2;#N/D
2018;6;17;Costa Rica 0 x 1 Serbia;Costa Rica;Serbia;0;1;FIFA World Cup;Samara;Russia;;;TRUE;Serbia;Costa Rica;1;#N/D
2018;6;17;Germany 0 x 1 Mexico;Germany;Mexico;0;1;FIFA World Cup;Moscow;Russia;;;TRUE;Mexico;Germany;1;#N/D
2018;6;17;Brazil 1 x 1 Switzerland;Brazil;Switzerland;1;1;FIFA World Cup;Rostov-on-Don;Russia;;;TRUE;Draw;Draw;0;BR
2018;6;18;Sweden 1 x 0 South Korea;Sweden;South Korea;1;0;FIFA World Cup;Nizhny Novgorod;Russia;;;TRUE;Sweden;South Korea;1;#N/D
2018;6;18;Belgium 3 x 0 Panama;Belgium;Panama;3;0;FIFA World Cup;Sochi;Russia;;;TRUE;Belgium;Panama;3;#N/D
2018;6;18;Tunisia 1 x 2 England;Tunisia;England;1;2;FIFA World Cup;Volgograd;Russia;;;TRUE;England;Tunisia;1;#N/D
2018;6;19;Colombia 1 x 2 Japan;Colombia;Japan;1;2;FIFA World Cup;Saransk;Russia;;;TRUE;Japan;Colombia;1;#N/D
2018;6;19;Poland 1 x 2 Senegal;Poland;Senegal;1;2;FIFA World Cup;Moscow;Russia;;;TRUE;Senegal;Poland;1;#N/D
2018;6;19;Russia 3 x 1 Egypt;Russia;Egypt;3;1;FIFA World Cup;Saint Petersburg;Russia;;;FALSE;Russia;Egypt;2;#N/D
2018;6;20;Portugal 1 x 0 Morocco;Portugal;Morocco;1;0;FIFA World Cup;Moscow;Russia;;;TRUE;Portugal;Morocco;1;#N/D
2018;6;20;Uruguay 1 x 0 Saudi Arabia;Uruguay;Saudi Arabia;1;0;FIFA World Cup;Rostov-on-Don;Russia;;;TRUE;Uruguay;Saudi Arabia;1;#N/D
2018;6;20;Iran 0 x 1 Spain;Iran;Spain;0;1;FIFA World Cup;Kazan;Russia;;;TRUE;Spain;Iran;1;#N/D
2018;6;21;Denmark 1 x 1 Australia;Denmark;Australia;1;1;FIFA World Cup;Samara;Russia;;;TRUE;Draw;Draw;0;#N/D
2018;6;21;France 1 x 0 Peru;France;Peru;1;0;FIFA World Cup;Ekaterinburg;Russia;;;TRUE;France;Peru;1;#N/D
2018;6;21;Argentina 0 x 3 Croatia;Argentina;Croatia;0;3;FIFA World Cup;Nizhny Novgorod;Russia;;;TRUE;Croatia;Argentina;3;#N/D
2018;6;22;Brazil 2 x 0 Costa Rica;Brazil;Costa Rica;2;0;FIFA World Cup;Saint Petersburg;Russia;;;TRUE;Brazil;Costa Rica;2;BR
2018;6;22;Nigeria 2 x 0 Iceland;Nigeria;Iceland;2;0;FIFA World Cup;Volgograd;Russia;;;TRUE;Nigeria;Iceland;2;#N/D
2018;6;22;Serbia 1 x 2 Switzerland;Serbia;Switzerland;1;2;FIFA World Cup;Kaliningrad;Russia;;;TRUE;Switzerland;Serbia;1;#N/D
2018;6;23;Belgium 5 x 2 Tunisia;Belgium;Tunisia;5;2;FIFA World Cup;Moscow;Russia;;;TRUE;Belgium;Tunisia;3;#N/D
2018;6;23;South Korea 1 x 2 Mexico;South Korea;Mexico;1;2;FIFA World Cup;Rostov-on-Don;Russia;;;TRUE;Mexico;South Korea;1;#N/D
2018;6;23;Germany 2 x 1 Sweden;Germany;Sweden;2;1;FIFA World Cup;Sochi;Russia;;;TRUE;Germany;Sweden;1;#N/D
2018;6;24;England 6 x 1 Panama;England;Panama;6;1;FIFA World Cup;Nizhny Novgorod;Russia;;;TRUE;England;Panama;5;#N/D
2018;6;24;Japan 2 x 2 Senegal;Japan;Senegal;2;2;FIFA World Cup;Ekaterinburg;Russia;;;TRUE;Draw;Draw;0;#N/D
2018;6;24;Poland 0 x 3 Colombia;Poland;Colombia;0;3;FIFA World Cup;Kazan;Russia;;;TRUE;Colombia;Poland;3;#N/D
2018;6;25;Russia 0 x 3 Uruguay;Russia;Uruguay;0;3;FIFA World Cup;Samara;Russia;;;FALSE;Uruguay;Russia;3;#N/D
2018;6;25;Saudi Arabia 2 x 1 Egypt;Saudi Arabia;Egypt;2;1;FIFA World Cup;Volgograd;Russia;;;TRUE;Saudi Arabia;Egypt;1;#N/D
2018;6;25;Spain 2 x 2 Morocco;Spain;Morocco;2;2;FIFA World Cup;Kaliningrad;Russia;;;TRUE;Draw;Draw;0;#N/D
2018;6;25;Iran 1 x 1 Portugal;Iran;Portugal;1;1;FIFA World Cup;Saransk;Russia;;;TRUE;Draw;Draw;0;#N/D
2018;6;26;Australia 0 x 2 Peru;Australia;Peru;0;2;FIFA World Cup;Sochi;Russia;;;TRUE;Peru;Australia;2;#N/D
2018;6;26;Denmark 0 x 0 France;Denmark;France;0;0;FIFA World Cup;Moscow;Russia;;;TRUE;Draw;Draw;0;#N/D
2018;6;26;Nigeria 1 x 2 Argentina;Nigeria;Argentina;1;2;FIFA World Cup;Saint Petersburg;Russia;;;TRUE;Argentina;Nigeria;1;#N/D
2018;6;26;Iceland 1 x 2 Croatia;Iceland;Croatia;1;2;FIFA World Cup;Rostov-on-Don;Russia;;;TRUE;Croatia;Iceland;1;#N/D
2018;6;27;South Korea 2 x 0 Germany;South Korea;Germany;2;0;FIFA World Cup;Kazan;Russia;;;TRUE;South Korea;Germany;2;#N/D
2018;6;27;Mexico 0 x 3 Sweden;Mexico;Sweden;0;3;FIFA World Cup;Ekaterinburg;Russia;;;TRUE;Sweden;Mexico;3;#N/D
2018;6;27;Serbia 0 x 2 Brazil;Serbia;Brazil;0;2;FIFA World Cup;Moscow;Russia;;;TRUE;Brazil;Serbia;2;BR
2018;6;27;Switzerland 2 x 2 Costa Rica;Switzerland;Costa Rica;2;2;FIFA World Cup;Nizhny Novgorod;Russia;;;TRUE;Draw;Draw;0;#N/D
2018;6;28;Japan 0 x 1 Poland;Japan;Poland;0;1;FIFA World Cup;Volgograd;Russia;;;TRUE;Poland;Japan;1;#N/D
